Project,category,power_mW,percent_of_subtotal
Conv4x4-tcn16-18mac,clock,0.0453229,9.622369516109856
Conv4x4-tcn16-18mac,pad,0.0,0.0
Conv4x4-tcn16-18mac,pm,0.0,0.0
Conv4x4stream28-tcn16-06mac,memory,0.0,0.0
Conv4x4stream28-tcn16-06mac,register,0.805067,58.566086874286164
Conv4x4stream28-tcn16-06mac,latch,0.0,0.0
Conv4x4stream28-tcn16-06mac,logic,0.54091,39.349497683012885
Conv4x4stream28-tcn16-06mac,bbox,0.0,0.0
Conv4x4stream28-tcn16-06mac,clock,0.0286499,2.084189927471392
Conv4x4stream28-tcn16-06mac,pad,0.0,0.0
Conv4x4stream28-tcn16-06mac,pm,0.0,0.0
